place_id	struct_idx	sub_idx	county	phillimore	area	hundred	std_hundred	vill	std_vill	grid	m_type	holding	units	waste_86	places_idx	phillimore_with_new_yks	county_name	country
10	1	1	KEN	D1	Eastry	Bewsbury	Bewsbury	Dover	Dover	TR3241	U		-	N	20841	D1		UK
20	2	1	KEN	D2	Eastry	Bewsbury	Bewsbury	Dover	Dover	TR3241	U		-	N	20841	D2		UK
70	7	1	KEN	D7	Eastry	Bewsbury	Bewsbury	Dover	Dover	TR3241	U		-	N	20841	D7		UK
100	10	1	KEN	D10	Eastry	Bewsbury	Bewsbury	Dover	Dover	TR3241	U		-	N	20841	D10		UK
270	27	1	KEN	M1	-	Canterbury	Canterbury	Canterbury	Canterbury	TR1557	-	0.16	adjusted	N	12946	M1		UK
280	28	1	KEN	M2	Eastry	Bewsbury	Bewsbury	Charlton	Charlton	TR3142	M	1	geld	N	14131	M2		UK
290	29	1	KEN	M3	Eastry	Bewsbury	Bewsbury	Charlton	Charlton	TR3142	X	1	geld	N	14131	M3		UK
300	30	1	KEN	M4	Eastry	Bewsbury	Bewsbury	Buckland	Buckland	TR3042	X	1	geld	N	11081	M4		UK
310	31	1	KEN	M5	Eastry	Bewsbury	Bewsbury	Guston	Guston	TR3244	X	0.45	geld	N	28161	M5		UK
320	32	1	KEN	M6	Eastry	Bewsbury	Bewsbury	St Margaret's [at Cliffe]	St Margarets at Cliffe	TR3544	X	1	geld	N	53446	M6		UK
330	33	1	KEN	M7	Eastry	Bewsbury	Bewsbury	St Margaret's [at Cliffe]	St Margarets at Cliffe	TR3544	X	1	geld	N	53446	M7		UK
340	34	1	KEN	M8	Eastry	Bewsbury	Bewsbury	St Margaret's [at Cliffe]	St Margarets at Cliffe	TR3544	X	1	geld	N	53446	M8		UK
350	35	1	KEN	M9	Eastry	Bewsbury	Bewsbury	St Margaret's [at Cliffe]	St Margarets at Cliffe	TR3544	X	1	geld	N	53446	M9		UK
360	36	1	KEN	M10	Eastry	Bewsbury	Bewsbury	St Margaret's [at Cliffe]	St Margarets at Cliffe	TR3544	X	1	geld	N	53446	M10		UK
370	37	1	KEN	M11	Eastry	`Cornilo'	Cornilo	-	-		-	0.5	geld	N		M11		UK
380	37	2	KEN	M11	Eastry	Bewsbury	Bewsbury	St Margaret's [at Cliffe]	St Margarets at Cliffe	TR3544	X	0.5	geld	N	53446	M11		UK
390	38	1	KEN	M12	Eastry	Bewsbury	Bewsbury	St Margaret's [at Cliffe]	St Margarets at Cliffe	TR3544	X	0.7	geld	N	53446	M12		UK
400	39	1	KEN	M13	Eastry	`Cornilo'	Cornilo	-	-		-	0.7	geld	N		M13		UK
410	40	1	KEN	M14	Eastry	`Cornilo'	Cornilo	Deal	Deal	TR3752	X	1.41	geld	N	19741	M14		UK
415	40	2	KEN	M14	Eastry	Bewsbury	Bewsbury	St Margaret's [at Cliffe]	St Margarets at Cliffe	TR3544	D	0.41	geld	N	53446	M14		UK
420	41	2	KEN	M15	Eastry	`Cornilo'	Cornilo	Deal	Deal	TR3752	X	0.4	geld	N	19741	M15		UK
430	41	1	KEN	M15	Eastry	Bewsbury	Bewsbury	Sibertswold	Sibertswold	TR2647	X	0.6	geld	N	56006	M15		UK
440	42	1	KEN	M16	Eastry	Bewsbury	Bewsbury	Sibertswold	Sibertswold	TR2647	X	1	geld	N	56006	M16		UK
450	43	1	KEN	M17	Eastry	`Cornilo'	Cornilo	Deal	Deal	TR3752	X	0.75	geld	N	19741	M17		UK
460	44	1	KEN	M18	Eastry	`Cornilo'	Cornilo	Deal	Deal	TR3752	X	1	geld	N	19741	M18		UK
470	45	1	KEN	M19	Eastry	`Cornilo'	Cornilo	Deal	Deal	TR3752	X	0.62	geld	N	19741	M19		UK
480	46	1	KEN	M20	Eastry	Bewsbury	Bewsbury	Sibertswold	Sibertswold	TR2647	X	0.37	geld	N	56006	M20		UK
490	47	1	KEN	M21	Eastry	Bewsbury	Bewsbury	St Margaret's [at Cliffe]	St Margarets at Cliffe	TR3544	X	0.37	geld	N	53446	M21		UK
500	48	1	KEN	M22	Eastry	Bewsbury	Bewsbury	Farthingloe	Farthingloe	TR2940	X	1	geld	N	24501	M22		UK
510	49	1	KEN	M23	Eastry	Bewsbury	Bewsbury	[Church and West] Hougham	Church and West Hougham	TR2739	X	1	geld	N	33551	M23		UK
520	50	1	KEN	M24	Eastry	Bewsbury	Bewsbury	Buckland	Buckland	TR3042	X	1	geld	N	11081	M24		UK
530	51	1	KEN	C1	Borough	Canterbury	Canterbury	Canterbury	Canterbury	TR1557	U		-	N	12946	C1		UK
550	53	1	KEN	C3	Borough	Canterbury	Canterbury	Canterbury	Canterbury	TR1557	U	0.98	geld	N	12946	C3		UK
610	59	1	KEN	R1	Aylesford	Rochester	Rochester	Rochester	Rochester	TQ7468	U		-	N	52171	R1		UK
630	61	1	KEN	P1	-	-	-	-	-		X	1.33	adjusted	N		P1		UK
640	62	1	KEN	P2	Lympne	`Blackbourne'	Blackbourne	-	-		X	1	geld	N		P2		UK
650	63	1	KEN	P3	Lympne	Street	Street	Stansted	Stansted	TR0637	X	1	geld	N	58156	P3		UK
660	64	1	KEN	P4	Lympne	Bircholt	Bircholt	Stansted	Stansted	TR0637	X	1	geld	N	58151	P4		UK
670	65	1	KEN	P5	Lympne	`Aloesbridge'	Aloesbridge	Brenzett	Brenzett	TR0027	X		-	N	9726	P5		UK
680	66	1	KEN	P6	Lympne	`Aloesbridge'	Aloesbridge	Brenzett	Brenzett	TR0027	X		-	N	9726	P6		UK
690	66	2	KEN	P6	Lympne	`Langport'	Langport	Ripe	Ripe	TR0319	X		-	N	51951	P6		UK
700	66	3	KEN	P6	Lympne	Newchurch	Newchurch	Norwood	Norwood	TR0530	X		-	N	46351	P6		UK
710	67	1	KEN	P7	-	-	-	-	-		B		-	N		P7		UK
720	68	1	KEN	P8	Eastry	Bewsbury	Bewsbury	St Margaret's [at Cliffe]	St Margarets at Cliffe	TR3544	X		-	N	53446	P8		UK
730	69	1	KEN	P9	Eastry	Bewsbury	Bewsbury	Dover	Dover	TR3241	U		-	N	20841	P9		UK
740	70	1	KEN	P10	Eastry	Bewsbury	Bewsbury	Dover	Dover	TR3241	U		-	N	20841	P10		UK
750	71	1	KEN	P11	Eastry	Bewsbury	Bewsbury	Dover	Dover	TR3241	U		-	N	20841	P11		UK
755	71	2	KEN	P11	Eastry	Bewsbury	Bewsbury	Mederclive	Mederclive	TR2638	X		-	N	42211	P11		UK
760	72	1	KEN	P12	Eastry	Bewsbury	Bewsbury	Sibertswold	Sibertswold	TR2647	X		-	N	56006	P12		UK
770	73	1	KEN	P13	-	-	-	-	-		X		-	N		P13		UK
780	74	1	KEN	P14	-	-	-	{Scortebroc}	Scortebroc		X		-	N	54316	P14		UK
790	75	1	KEN	P15	-	-	-	-	-		X		-	N		P15		UK
800	76	1	KEN	P16	-	-	-	-	-		-	2.5	adjusted	N		P16		UK
810	77	1	KEN	P17	Lympne	`Langport'	Langport	Ripe	Ripe	TR0319	X	0.83	adjusted	N	51951	P17		UK
820	78	2	KEN	P18	Lympne	Newchurch	Newchurch	Norwood	Norwood	TR0530	X	0.41	adjusted	N	46351	P18		UK
830	78	1	KEN	P18	Lympne	`Aloesbridge'	Aloesbridge	Brenzett	Brenzett	TR0027	X	0.83	adjusted	N	9726	P18		UK
840	79	1	KEN	P19	-	-	-	-	-		-		-	N		P19		UK
850	80	1	KEN	P20	-	-	-	{Merclesham}	Merclesham		X		-	N	42541	P20		UK
855	80	2	KEN	P20	Wye	-	-	Hawkhurst	Hawkhurst	TQ7630	X		-	N	30411	P20		UK
890	84	1	KEN	"1,1"	Sutton	`Axton'	Axton	Dartford	Dartford	TQ5474	M	1.5	geld	N	19651	"1,1"		UK
930	85	1	KEN	"1,2"	Aylesford	Larkfield	Larkfield	Aylesford	Aylesford	TQ7258	M	1	geld	N	3556	"1,2"		UK
940	86	1	KEN	"1,3"	Milton	Milton	Milton	Milton [Regis]	Milton Regis	TQ9065	M	80	geld	N	43296	"1,3"		UK
970	87	1	KEN	"1,4"	Wye	Faversham	Faversham	Faversham	Faversham	TR0161	M	7	geld	N	24536	"1,4"		UK
990	89	1	KEN	"2,1"	Borough	Canterbury	Canterbury	Canterbury	Canterbury	TR1557	U		-	N	12946	"2,1"		UK
1000	90	1	KEN	"2,2"	Eastry	Sandwich	Sandwich	Sandwich	Sandwich	TR3358	U		-	N	53851	"2,2"		UK
1010	91	1	KEN	"2,3"	Sutton	`Axton'	Axton	Darenth	Darenth	TQ5671	[M]	2	geld	N	19596	"2,3"		UK
1020	92	1	KEN	"2,4"	Sutton	`Codsheath'	Codsheath	Otford	Otford	TQ5259	[M]	8	geld	N	47476	"2,4"		UK
1040	93	1	KEN	"2,5"	Sutton	`Codsheath'	Codsheath	Sundridge	Sundridge	TQ4854	[M]	1.5	geld	N	60486	"2,5"		UK
1050	94	1	KEN	"2,6"	Sutton	{Helmestrei}	Helmestrei	Bexley	Bexley	TQ4973	[M]	3	geld	N	6556	"2,6"		UK
1060	95	1	KEN	"2,7"	Sutton	`Litlelee'	Litlelee	Crayford	Crayford	TQ5177	[M]	4	geld	N	18476	"2,7"		UK
1070	96	1	KEN	"2,8"	Aylesford	Larkfield	Larkfield	[East and West] Malling	East and West Malling	TQ7057	[M]	2	geld	N	41056	"2,8"		UK
1080	97	1	KEN	"2,9"	Aylesford	Tollingtrough	Tollingtrough	Northfleet	Northfleet	TQ6274	M	6	geld	N	46011	"2,9"		UK
1100	98	1	KEN	"2,10"	Aylesford	Wrotham	Wrotham	Wrotham	Wrotham	TQ6159	M	8	geld	N	73181	"2,10"		UK
1130	99	1	KEN	"2,11"	Aylesford	Maidstone	Maidstone	Maidstone	Maidstone	TQ7555	M	9.5	geld	N	40991	"2,11"		UK
1140	99	2	KEN	"2,11"	Aylesford	Maidstone	Maidstone	{Burgericestune}	Burgericestune	??	D	0.5	geld	N	11536	"2,11"		UK
1160	100	1	KEN	"2,12"	Aylesford	Chatham	Chatham	Gillingham	Gillingham	TQ7868	M	6	geld	N	26741	"2,12"		UK
1180	101	1	KEN	"2,13"	Borough	Reculver	Reculver	Reculver	Reculver	TR2269	M	8	geld	N	51356	"2,13"		UK
1190	102	3	KEN	"2,14"	Borough	Reculver	Reculver	Stourmouth	Stourmouth	TR2562	[M]	0.5	geld	N	59641	"2,14"		UK
1200	102	1	KEN	"2,14"	Borough	Whitstable	Whitstable	Whitstable	Whitstable	TR1066	M	9.65	geld	N	69806	"2,14"		UK
1210	102	2	KEN	"2,14"	Borough	Thanet	Thanet	Minster	Minster	TR3164	D	2.75	geld	N	43411	"2,14"		UK
1220	102	4	KEN	"2,14"	Borough	Reculver	Reculver	Makinbrook	Makinbrook	TR1665	D	0.1	geld	N	41021	"2,14"		UK
1230	103	1	KEN	"2,15"	Borough	Petham	Petham	Petham	Petham	TR1351	M	6.5	geld	N	48976	"2,15"		UK
1240	103	2	KEN	"2,15"	Borough	Petham	Petham	Swarling	Swarling	TR1252	D	0.5	geld	N	61051	"2,15"		UK
1260	104	5	KEN	"2,16"	Borough	`Stursete'	Stursete	{Wic}	Wic	??	D	0.25	geld	N	69981	"2,16"		UK
1270	104	4	KEN	"2,16"	Borough	Canterbury	Canterbury	Milton	Milton		D	0.5	geld	N		"2,16"		UK
1280	104	1	KEN	"2,16"	Borough	`Stursete'	Stursete	Westgate	Westgate	TR1457	M	4.5	geld	N	68726	"2,16"		UK
1300	104	3	KEN	"2,16"	Borough	Canterbury	Canterbury	Nackington	Nackington	TR1554	D	0.75	geld	N	44626	"2,16"		UK
1310	104	2	KEN	"2,16"	Borough	`Stursete'	Stursete	Thanington	Thanington	TR1356	D	1	geld	N	62051	"2,16"		UK
1320	105	1	KEN	"2,17"	Borough	Barham	Barham	Bishopsbourne	Bishopsbourne	TR1852	[M]	6	geld	N	7236	"2,17"		UK
1330	106	1	KEN	"2,18"	Wye	Boughton	Boughton	Boughton [under Blean]	Boughton under Blean	TR0458	[M]	5	geld	N	8426	"2,18"		UK
1340	107	1	KEN	"2,19"	Wye	Calehill	Calehill	Charing	Charing	TQ9549	[M]	8	geld	N	14046	"2,19"		UK
1350	108	1	KEN	"2,20"	Wye	Calehill	Calehill	Pluckley	Pluckley	TQ9245	[M]	1	geld	N	49481	"2,20"		UK
1370	109	1	KEN	"2,21"	Eastry	Wingham	Wingham	Wingham	Wingham	TR2457	M	39	geld	N	71111	"2,21"		UK
1375	109	2	KEN	"2,21"	Eastry	Wingham	Wingham	Fleet	Fleet	TR3060	D	1	geld	N	25141	"2,21"		UK
1430	110	1	KEN	"2,22"	Wye	Longbridge	Longbridge	Mersham	Mersham	TR0539	[M]	6	geld	N	42601	"2,22"		UK
1440	111	1	KEN	"2,23"	Lympne	Bircholt	Bircholt	Aldington	Aldington	TR0736	[M]	21	geld	N	891	"2,23"		UK
1450	112	1	KEN	"2,24"	Borough	`Stursete'	Stursete	St Martin's	St Martins	TR1557	D	1	geld	N	53451	"2,24"		UK
1470	113	3	KEN	"2,25"	Lympne	Bircholt	Bircholt	Aldington	Aldington	TR0736	M	0.09	geld	N	891	"2,25"		UK
1475	113	2	KEN	"2,25"	Lympne	Street	Street	Lympne	Lympne	TR1134	D	0.15	geld	N	40791	"2,25"		UK
1480	113	1	KEN	"2,25"	Lympne	Stowting	Stowting	Stowting	Stowting	TR1241	D	1.5	geld	N	59771	"2,25"		UK
1490	114	1	KEN	"2,26"	Lympne	`Loningborough'	Loningborough	Lyminge	Lyminge	TR1640	M	7	geld	N	40771	"2,26"		UK
1510	115	1	KEN	"2,27"	Lympne	Silverden	Silverden	Newenden	Newenden	TQ8327	[M]	1	geld	N	45111	"2,27"		UK
1530	117	1	KEN	"2,28"	Sutton	`Axton'	Axton	Farningham	Farningham	TQ5466	M	1	geld	N	24451	"2,28"		UK
1540	118	1	KEN	"2,29"	Sutton	`Axton'	Axton	Eynsford	Eynsford	TQ5465	M	6	geld	N	24071	"2,29"		UK
1550	119	1	KEN	"2,30"	Sutton	{Helmestrei}	Helmestrei	Orpington	Orpington	TQ4666	D	0.75	geld	N	47261	"2,30"		UK
1560	120	1	KEN	"2,31"	Sutton	Westerham	Westerham	Brasted	Brasted	TQ4655	M	1.5	geld	N	9466	"2,31"		UK
1570	121	1	KEN	"2,32"	Aylesford	Eyhorne	Eyhorne	Ulcombe	Ulcombe	TQ8449	M	2.5	geld	N	66016	"2,32"		UK
1580	122	1	KEN	"2,33"	Aylesford	Eyhorne	Eyhorne	Boughton [Malherbe]	Boughton Malherbe	TQ8849	D	0.5	geld	N	8421	"2,33"		UK
1590	123	1	KEN	"2,34"	Wye	Faversham	Faversham	Leaveland [Court]	Leaveland Court	TR0054	[M]	1	geld	N	38341	"2,34"		UK
1600	124	1	KEN	"2,35"	Wye	Boughton	Boughton	Graveney	Graveney	TR0562	[M]	1	geld	N	27546	"2,35"		UK
1610	125	1	KEN	"2,36"	Wye	Calehill	Calehill	[East] Lenham	East Lenham	TQ9051	[M]	2	geld	N	38811	"2,36"		UK
1620	126	1	KEN	"2,37"	Wye	Teynham	Teynham	Sheppey	Sheppey	TQ9770	X	0.5	geld	N	55336	"2,37"		UK
1630	127	1	KEN	"2,38"	Eastry	Eastry	Eastry	third Buckland	third Buckland	TR3156	X	0.25	geld	N	11091	"2,38"		UK
1640	128	1	KEN	"2,39"	Eastry	Eastry	Eastry	Finglesham	Finglesham	TR3353	[M]	0.5	geld	N	24946	"2,39"		UK
1650	128	2	KEN	"2,39"	Eastry	Eastry	Eastry	Statenborough	Statenborough	TR3155	D	0.5	geld	N	58466	"2,39"		UK
1660	129	1	KEN	"2,40"	Eastry	Eastry	Eastry	Tilmanstone	Tilmanstone	TR3051	[M]	1	geld	N	63811	"2,40"		UK
1670	130	1	KEN	"2,41"	Lympne	Heane	Heane	Saltwood	Saltwood	TR1535	M	7	geld	N	53661	"2,41"		UK
1680	131	1	KEN	"2,42"	Lympne	Street	Street	Berwick	Berwick	TR1235	M	0.5	geld	N	6366	"2,42"		UK
1690	132	1	KEN	"2,43"	Lympne	`Langport'	Langport	Langport	Langport	TR0522	M	1.5	geld	N	37676	"2,43"		UK
1710	134	2	KEN	"3,1"	Sutton	{Helmestrei}	Helmestrei	Keston	Keston	TQ4163	D	0.5	geld	N	35746	"3,1"		UK
1720	134	1	KEN	"3,1"	Sutton	{Helmestrei}	Helmestrei	Orpington	Orpington	TQ4666	[M]	2.5	geld	N	47261	"3,1"		UK
1730	135	1	KEN	"3,2"	Aylesford	`Littlefeld'	Littlefeld	[East] Peckham	East Peckham	TQ6649	M	5.5	geld	N	48486	"3,2"		UK
1740	135	2	KEN	"3,2"	Aylesford	`Littlefeld'	Littlefeld	`Stokenbury'	Stokenbury	TQ6749	[M]	0.5	geld	N	59411	"3,2"		UK
1760	136	1	KEN	"3,3"	Aylesford	Eyhorne	Eyhorne	Hollingbourne	Hollingbourne	TQ8455	M	6	geld	N	32511	"3,3"		UK
1770	137	1	KEN	"3,4"	Aylesford	Tollingtrough	Tollingtrough	Meopham	Meopham	TQ6466	[M]	10	geld	N	42521	"3,4"		UK
1780	138	1	KEN	"3,5"	Aylesford	Maidstone	Maidstone	[East] Farleigh	East Farleigh	TQ7353	M	6	geld	N	24271	"3,5"		UK
1800	139	1	KEN	"3,6"	Aylesford	`Shamwell'	Shamwell	Cliffe	Cliffe	TQ7376	M	3.5	geld	N	16041	"3,6"		UK
1810	140	1	KEN	"3,7"	Borough	Thanet	Thanet	Monkton	Monkton	TR2765	[M]	20	geld	N	43686	"3,7"		UK
1820	141	1	KEN	"3,8"	Borough	`Downhamford'	Downhamford	Ickham	Ickham	TR2258	[M]	3	geld	N	34491	"3,8"		UK
1830	141	2	KEN	"3,8"	Lympne	Ham	Ham	Ruckinge	Ruckinge	TR0233	[M]	1	geld	N	52891	"3,8"		UK
1840	142	1	KEN	"3,9"	Borough	Canterbury	Canterbury	Northgate	Northgate	TR1558	[M]	1	geld	N	46016	"3,9"		UK
1850	143	1	KEN	"3,10"	Borough	Whitstable	Whitstable	Seasalter	Seasalter	TR0964	U	2	ploughlands	N	54556	"3,10"		UK
1860	144	1	KEN	"3,11"	Wye	Faversham	Faversham	[South] Preston	South Preston	TR0260	[M]	1	geld	N	50281	"3,11"		UK
1870	145	1	KEN	"3,12"	Wye	Felborough	Felborough	Chartham	Chartham	TR1055	[M]	4	geld	N	14261	"3,12"		UK
1880	146	1	KEN	"3,13"	Wye	Felborough	Felborough	Godmersham	Godmersham	TR0650	[M]	8	geld	N	27076	"3,13"		UK
1890	147	1	KEN	"3,14"	Wye	Chart	Chart	[Great] Chart	Great Chart	TQ9741	[M]	3	geld	N	14246	"3,14"		UK
1900	148	1	KEN	"3,15"	Wye	Calehill	Calehill	Little Chart	Little Chart	TQ9445	M	2.5	geld	N	14251	"3,15"		UK
1910	148	2	KEN	"3,15"	Wye	Calehill	Calehill	Pett	Pett	TQ9648	D	0.5	geld	N	49006	"3,15"		UK
1920	149	1	KEN	"3,16"	Wye	Calehill	Calehill	Westwell	Westwell	TQ9947	[M]	7	geld	N	69121	"3,16"		UK
1930	150	1	KEN	"3,17"	Eastry	Eastry	Eastry	Eastry	Eastry	TR3154	[M]	7	geld	N	22161	"3,17"		UK
1940	150	2	KEN	"3,17"	Eastry	Eastry	Eastry	Giddinge	Giddinge	TR2346	D	0.79	geld	N	26696	"3,17"		UK
1950	151	3	KEN	"3,18"	Borough	Barham	Barham	Barham	Barham	TR2050	[M]	1	geld	N	4226	"3,18"		UK
1960	151	1	KEN	"3,18"	Eastry	Eastry	Eastry	Adisham	Adisham	TR2254	M	14	geld	N	371	"3,18"		UK
1970	151	2	KEN	"3,18"	Eastry	Eastry	Eastry	Eythorne	Eythorne	TR2749	[M]	2	geld	N	24091	"3,18"		UK
1980	152	1	KEN	"3,19"	Lympne	Ham	Ham	Warehorne	Warehorne	TQ9832	[M]	1	geld	N	67396	"3,19"		UK
1990	153	1	KEN	"3,20"	Lympne	`Blackbourne'	Blackbourne	Appledore	Appledore	TQ9529	[M]	2	geld	N	1936	"3,20"		UK
2000	154	1	KEN	"3,21"	Wye	Wye	Wye	Brook	Brook	TR0644	M	1	geld	N	10576	"3,21"		UK
2010	155	2	KEN	"3,22"	Lympne	Romney Marsh	Romney Marsh	{Sturtune}	Sturtune	??	[M]	0.25	geld	N	60286	"3,22"		UK
2020	155	3	KEN	"3,22"	Lympne	Romney Marsh	Romney Marsh	{Eadruneland}	Eadruneland	??	[M]	0.25	equal	N	21766	"3,22"		UK
2030	155	4	KEN	"3,22"	Lympne	Romney Marsh	Romney Marsh	Orgarswick	Orgarswick	TR0930	[M]	0.25	equal	N	47191	"3,22"		UK
2040	155	1	KEN	"3,22"	Lympne	Romney Marsh	Romney Marsh	Castweazel	Castweazel	TQ8337	[M]	0.25	equal	N	13431	"3,22"		UK
2050	156	1	KEN	"3,23"	Eastry	Sandwich	Sandwich	Sandwich	Sandwich	TR3358	U		-	N	53851	"3,23"		UK
2070	158	1	KEN	"4,1"	Sutton	`Axton'	Axton	Southfleet	Southfleet	TQ6171	M	6	geld	N	57261	"4,1"		UK
2075	158	2	KEN	"4,1"	Aylesford	Lowy of Tonbridge	Lowy of Tonbridge	Tonbridge	Tonbridge	TQ5946	D		-	N	64256	"4,1"		UK
2080	159	1	KEN	"4,2"	Sutton	`Axton'	Axton	Stone	Stone	TQ5774	M	6	geld	N	59456	"4,2"		UK
2090	160	1	KEN	"4,3"	Sutton	`Axton'	Axton	Fawkham and Fawkham [Green]	Fawkham and Fawkham Green	TQ5968	[M]	2	geld	N	24541	"4,3"		UK
2100	161	1	KEN	"4,4"	Sutton	`Axton'	Axton	Longfield	Longfield	TQ6068	[M]	1	geld	N	39991	"4,4"		UK
2110	162	1	KEN	"4,5"	Sutton	Bromley	Bromley	Bromley	Bromley	TQ4069	[M]	6	geld	N	10461	"4,5"		UK
2120	163	1	KEN	"4,6"	Aylesford	Larkfield	Larkfield	Wouldham	Wouldham	TQ7164	[M]	6	geld	N	73021	"4,6"		UK
2130	164	1	KEN	"4,7"	Aylesford	Larkfield	Larkfield	[East and West] Malling	East and West Malling	TQ6757	[M]	3	geld	N	41056	"4,7"		UK
2140	165	1	KEN	"4,8"	Aylesford	Larkfield	Larkfield	Trottiscliffe	Trottiscliffe	TQ6460	[M]	3	geld	N	65311	"4,8"		UK
2150	166	1	KEN	"4,9"	Aylesford	Larkfield	Larkfield	Snodland	Snodland	TQ7061	[M]	6	geld	N	56841	"4,9"		UK
2160	167	1	KEN	"4,10"	Aylesford	`Shamwell'	Shamwell	Cuxton	Cuxton	TQ7066	[M]	2.5	geld	N	19361	"4,10"		UK
2170	168	1	KEN	"4,11"	Aylesford	`Shamwell'	Shamwell	Denton	Denton	TQ6673	[M]	2	geld	N	20046	"4,11"		UK
2180	169	1	KEN	"4,12"	Aylesford	`Shamwell'	Shamwell	Halling and [North and Upper] Halling	Halling and North and Upper Halling	TQ7063	[M]	6	geld	N	28581	"4,12"		UK
2190	170	1	KEN	"4,13"	Aylesford	`Shamwell'	Shamwell	Frindsbury	Frindsbury	TQ7469	[M]	10	geld	N	25916	"4,13"		UK
2200	171	1	KEN	"4,14"	Aylesford	Rochester	Rochester	Borstal	Borstal	TQ7366	[M]	2	geld	N	8231	"4,14"		UK
2210	172	1	KEN	"4,15"	Aylesford	Rochester	Rochester	Rochester	Rochester	TQ7468	U	0	-	N	52171	"4,15"		UK
2220	173	1	KEN	"4,16"	Aylesford	Hoo	Hoo	Stoke and [Lower and Middle] Stoke	Stoke and Lower and Middle Stoke	TQ8275	M	5	geld	N	59076	"4,16"		UK
2240	175	1	KEN	"5,1"	Sutton	`Axton'	Axton	Hawley	Hawley	TQ5471	M	0.5	geld	N	30461	"5,1"		UK
2250	176	1	KEN	"5,2"	Sutton	`Axton'	Axton	Swanscombe	Swanscombe	TQ6073	M	10	geld	N	60991	"5,2"		UK
2260	177	1	KEN	"5,3"	Sutton	`Axton'	Axton	Hartley	Hartley	TQ6166	M	1	geld	N	29886	"5,3"		UK
2270	178	1	KEN	"5,4"	Sutton	`Axton'	Axton	{Eddintone}	Eddintone	??	M	0.5	geld	N	22451	"5,4"		UK
2280	179	1	KEN	"5,5"	Sutton	`Axton'	Axton	Maplescombe	Maplescombe	TQ5564	[M]	0.5	geld	N	41331	"5,5"		UK
2290	180	1	KEN	"5,6"	Sutton	`Axton'	Axton	Ridley	Ridley	TQ6163	M	1	geld	N	51776	"5,6"		UK
2300	181	1	KEN	"5,7"	Sutton	`Axton'	Axton	Ash	Ash	TQ6064	M	3	geld	N	2346	"5,7"		UK
2305	181	2	KEN	"5,7"	Sutton	`Axton'	Axton	Idleigh	Idleigh	TQ6265	D	0.25	equal	N	34561	"5,7"		UK
2310	181	3	KEN	"5,7"	Sutton	`Axton'	Axton	`Sonnings'	Sonnings	TQ5868	D	0.25	equal	N	57121	"5,7"		UK
2320	182	1	KEN	"5,8"	Sutton	`Axton'	Axton	Lullingstone	Lullingstone	TQ5264	[M]	1	geld	N	40506	"5,8"		UK
2330	183	1	KEN	"5,9"	Sutton	`Axton'	Axton	Lullingstone	Lullingstone	TQ5264	M	0.5	geld	N	40506	"5,9"		UK
2340	184	1	KEN	"5,10"	Sutton	`Axton'	Axton	Farningham	Farningham	TQ5466	X	0.12	geld	N	24451	"5,10"		UK
2350	185	1	KEN	"5,11"	Sutton	`Axton'	Axton	Pinden	Pinden	TQ5969	X	0.5	geld	N	49301	"5,11"		UK
2360	186	1	KEN	"5,12"	Sutton	`Axton'	Axton	Lullingstone	Lullingstone	TQ5264	M	0.5	geld	N	40506	"5,12"		UK
2370	187	1	KEN	"5,13"	Sutton	`Axton'	Axton	Farningham	Farningham	TQ5466	X	0.62	geld	N	24451	"5,13"		UK
2380	188	1	KEN	"5,14"	Sutton	`Axton'	Axton	Maplescombe	Maplescombe	TQ5564	[M]	0.5	geld	N	41331	"5,14"		UK
2390	189	1	KEN	"5,15"	Sutton	`Axton'	Axton	Farningham	Farningham	TQ5466	M	0.75	geld	N	24451	"5,15"		UK
2400	190	1	KEN	"5,16"	Sutton	`Axton'	Axton	Darenth	Darenth	TQ5671	M	0.5	geld	N	19596	"5,16"		UK
2410	191	1	KEN	"5,17"	Sutton	`Axton'	Axton	Darenth	Darenth	TQ5671	M	0.5	geld	N	19596	"5,17"		UK
2420	192	1	KEN	"5,18"	Sutton	`Axton'	Axton	Horton [Kirby]	Horton Kirby	TQ5668	M	2.5	geld	N	33486	"5,18"		UK
2450	193	1	KEN	"5,19"	Sutton	`Litlelee'	Litlelee	Lessness	Lessness	TQ4978	[M]	10	geld	N	38876	"5,19"		UK
2460	194	1	KEN	"5,20"	Sutton	`Litlelee'	Litlelee	`Howbury'	Howbury	TQ5376	[M]	1	geld	N	33711	"5,20"		UK
2470	195	1	KEN	"5,21"	Sutton	`Litlelee'	Litlelee	Plumstead	Plumstead	TQ4578	[M]	2.25	geld	N	49521	"5,21"		UK
2480	196	1	KEN	"5,22"	Sutton	{Helmestrei}	Helmestrei	Ruxley	Ruxley	TQ4870	[M]	1	geld	N	53216	"5,22"		UK
2490	197	1	KEN	"5,23"	Sutton	{Helmestrei}	Helmestrei	Chelsfield	Chelsfield	TQ4763	[M]	2	geld	N	14516	"5,23"		UK
2500	198	1	KEN	"5,24"	Sutton	{Helmestrei}	Helmestrei	[St Mary] Cray	St Mary Cray	TQ4767	[M]	1	geld	N	18466	"5,24"		UK
2510	199	1	KEN	"5,25"	Sutton	{Helmestrei}	Helmestrei	[West] Wickham	West Wickham	TQ3864	[M]	1	geld	N	70111	"5,25"		UK
2520	200	1	KEN	"5,26"	Sutton	{Helmestrei}	Helmestrei	Seal	Seal	TQ5556	M	7	geld	N	54516	"5,26"		UK
