place_id	struct_idx	sub_idx	county	phillimore	area	hundred	std_hundred	vill	std_vill	grid	m_type	holding	units	waste_86	places_idx	phillimore_with_new_yks	county_name	country
212660	14525	1	YKS	5W30	West Riding	Strafforth	Strafforth	{Scinestorp}	Scinestorp	SE5403	M	2.62	geld	N	54256	"5,180"		UK
212670	14525	5	YKS	5W30	West Riding	Strafforth	Strafforth	Doncaster	Doncaster	SE5703	S	0.37	geld	N	20651	"5,180"		UK
212680	14525	6	YKS	5W30	West Riding	Strafforth	Strafforth	Bentley	Bentley	SE5705	S	0.37	geld	N	6136	"5,180"		UK
212690	14525	2	YKS	5W30	West Riding	Strafforth	Strafforth	Langthwaite	Langthwaite	SE5506	S	1.87	geld	N	37711	"5,180"		UK
212700	14525	4	YKS	5W30	West Riding	Strafforth	Strafforth	Adwick [le Street]	Adwick le Street	SE5408	S	0.5	geld	N	441	"5,180"		UK
212710	14525	3	YKS	5W30	West Riding	Strafforth	Strafforth	[Kirk] Sandall	Kirk Sandall	SE6108	S	0.5	geld	N	53736	"5,180"		UK
212820	14687	1	YKS	6N153	North Riding	Land of Count Alan	Land of Count Alan	Allerthorpe [Hall]	Allerthorpe Hall	SE3286	X	2	geld	Y	1096	"6,153"		UK
212830	14688	1	YKS	6N154	North Riding	Land of Count Alan	Land of Count Alan	{Seuenetorp}	Seuenetorp	SE3385	X	3	geld	Y	54811	"6,154"		UK
212840	14689	1	YKS	6N155	North Riding	Land of Count Alan	Land of Count Alan	Pickhill	Pickhill	SE3483	M	12	geld	N	49076	"6,155"		UK
212850	14690	1	YKS	6N156	North Riding	Land of Count Alan	Land of Count Alan	Sinderby	Sinderby	SE3481	X	6	geld	Y	56206	"6,156"		UK
212860	14691	1	YKS	6N157	North Riding	Land of Count Alan	Land of Count Alan	Ainderby [Quernhow]	Ainderby Quernhow	SE3480	M	6	geld	Y	536	"6,157"		UK
212870	14692	1	YKS	6N158	North Riding	Land of Count Alan	Land of Count Alan	Howe	Howe	SE3580	M	3	geld	Y	33731	"6,158"		UK
212880	14693	1	YKS	6N159	North Riding	Land of Count Alan	Land of Count Alan	Baldersby	Baldersby	SE3578	M	3	geld	Y	3966	"6,159"		UK
212890	14694	1	YKS	6N160	North Riding	Land of Count Alan	Land of Count Alan	{Asebi}	Asebi	SE3578	X	4	geld	Y	2296	"6,160"		UK
212900	14695	1	YKS	6N161	North Riding	Land of Count Alan	Land of Count Alan	Rainton	Rainton	SE3675	M	9	geld	P	50981	"6,161"		UK
212940	14703	2	YKS	6.00E+01	East Riding	Pocklington	Pocklington	Escrick	Escrick	SE6342	S	4	geld	N	23571	"6,169"		UK
212950	14703	3	YKS	6.00E+01	East Riding	Pocklington	Pocklington	{Chetelstorp}	Chetelstorp	SE6242	S	4	geld	N	14761	"6,169"		UK
212960	14703	5	YKS	6.00E+01	East Riding	Warter	Warter	Langwith [Lodge]	Langwith Lodge	SE6548	S	1.5	geld	N	37786	"6,169"		UK
212970	14703	4	YKS	6.00E+01	East Riding	Pocklington	Pocklington	Kelfield	Kelfield	SE5938	S	2.25	geld	N	35361	"6,169"		UK
212980	14703	7	YKS	6.00E+01	East Riding	Pocklington	Pocklington	Moreby [Hall]	Moreby Hall	SE5943	S	1	geld	N	43871	"6,169"		UK
212990	14703	1	YKS	6.00E+01	East Riding	Pocklington	Pocklington	Deighton	Deighton	SE6244	S	4	geld	N	19881	"6,169"		UK
213110	14971	1	YKS	12W1	West Riding	Strafforth	Strafforth	Conisbrough	Conisbrough	SK5198	M	5	geld	N	17366	"12,1"		UK
213120	14972	1	YKS	12W2	West Riding	Strafforth	Strafforth	Ravenfield	Ravenfield	SK4895	S	1.5	geld	N	51206	"12,2"		UK
213130	14973	1	YKS	12W3	West Riding	Strafforth	Strafforth	Clifton	Clifton	SK5196	S	3	geld	N	16136	"12,3"		UK
213140	14974	1	YKS	12W4	West Riding	Strafforth	Strafforth	Braithwell	Braithwell	SK5294	S	11	geld	N	9121	"12,4"		UK
213150	14975	1	YKS	12W5	West Riding	Strafforth	Strafforth	Barnbrough	Barnbrough	SE4803	S	6	geld	N	4426	"12,5"		UK
213160	14976	1	YKS	12W6	West Riding	Strafforth	Strafforth	Hoyland [Nether]	Hoyland Nether	SE3600	S	1	geld	N	33791	"12,6"		UK
213170	14977	1	YKS	12W7	West Riding	Strafforth	Strafforth	Bilham [House]	Bilham House	SE4806	S	1	geld	N	6856	"12,7"		UK
213180	14978	1	YKS	12W8	West Riding	Strafforth	Strafforth	Wilsic [Hall]	Wilsic Hall	SK5695	S	0.12	geld	N	70806	"12,8"		UK
213190	14980	1	YKS	12W10	West Riding	Strafforth	Strafforth	Dalton	Dalton	SK4594	S	3	geld	N	19521	"12,10"		UK
213200	14979	1	YKS	12W9	West Riding	Strafforth	Strafforth	Harthill	Harthill	SK4980	S	6.75	equal	N	29851	"12,9"		UK
213210	14979	2	YKS	12W9	West Riding	Strafforth	Strafforth	Kiveton	Kiveton	SK4983	S	6.75	equal	N	36881	"12,9"		UK
213220	14981	1	YKS	12W11	West Riding	Strafforth	Strafforth	Aston	Aston	SK4685	S	0.75	geld	N	3051	"12,11"		UK
213230	14982	1	YKS	12W12	West Riding	Strafforth	Strafforth	[Kirk] Sandall	Kirk Sandall	SE6108	S	2	geld	N	53736	"12,12"		UK
213240	14983	1	YKS	12W13	West Riding	Strafforth	Strafforth	Greasbrough	Greasbrough	SK4195	S	3	geld	N	27581	"12,13"		UK
213250	14984	1	YKS	12W14	West Riding	Strafforth	Strafforth	Cusworth	Cusworth	SE5404	S	3	geld	N	19321	"12,14"		UK
213260	14985	1	YKS	12W15	West Riding	Strafforth	Strafforth	Bramley	Bramley	SK4992	S	3	geld	N	9211	"12,15"		UK
213270	14986	1	YKS	12W16	West Riding	Strafforth	Strafforth	Aughton [Hall]	Aughton Hall	SK4586	S	0.25	geld	N	3371	"12,16"		UK
213280	14987	1	YKS	12W17	West Riding	Strafforth	Strafforth	Whiston	Whiston	SK4490	S	3	geld	N	69556	"12,17"		UK
213290	14988	1	YKS	12W18	West Riding	Strafforth	Strafforth	Warmsworth	Warmsworth	SE5400	S	1.75	geld	N	67511	"12,18"		UK
213300	14989	1	YKS	12W19	West Riding	Strafforth	Strafforth	Dinnington	Dinnington	SK5285	S	2	geld	N	20366	"12,19"		UK
213310	14990	1	YKS	12W20	West Riding	Strafforth	Strafforth	[North] Anston	North Anston	SK5284	S	2	geld	N	1836	"12,20"		UK
213320	14991	1	YKS	12W21	West Riding	Strafforth	Strafforth	Stainforth	Stainforth	SE6411	S	3	geld	N	57716	"12,21"		UK
213330	14992	1	YKS	12W22	West Riding	Strafforth	Strafforth	[Kirk] Bramwith	Kirk Bramwith	SE6211	S	0.75	geld	N	9311	"12,22"		UK
213340	14993	1	YKS	12W23	West Riding	Strafforth	Strafforth	Fishlake	Fishlake	SE6513	S	5	geld	N	25021	"12,23"		UK
213350	14994	1	YKS	12W24	West Riding	Strafforth	Strafforth	Thorne	Thorne	SE6813	S	4	geld	N	62471	"12,24"		UK
213360	14995	1	YKS	12W25	West Riding	Strafforth	Strafforth	Tudworth [Green]	Tudworth Green	SE6810	S	1	geld	N	65436	"12,25"		UK
213370	14996	1	YKS	12W26	West Riding	Strafforth	Strafforth	Hatfield	Hatfield	SE6609	S	8	geld	N	30151	"12,26"		UK
213380	14997	1	YKS	12W27	West Riding	Strafforth	Strafforth	Edenthorpe	Edenthorpe	SE6206	S	2	geld	N	22481	"12,27"		UK
213390	14998	1	YKS	12W28	West Riding	Strafforth	Strafforth	[Long] Sandall	Long Sandall	SE6006	S	1.37	geld	N	53741	"12,28"		UK
213410	15027	1	YKS	13W28	West Riding	`Burghshire'	Burghshire	`Tidover'	Tidover	SE3349	B	3	geld	N	63741	"13,28"		UK
213500	15085	3	YKS	1.40E+06	East Riding	Holderness [North Hundred]	Holderness North Hundred	Rolston	Rolston	TA2145	S	5.25	geld	N	52426	"14,5"		UK
213510	15085	5	YKS	1.40E+06	East Riding	Holderness [North Hundred]	Holderness North Hundred	{Arnestorp}	Arnestorp	TA1842	S	1.5	geld	N	2191	"14,5"		UK
213520	15085	4	YKS	1.40E+06	East Riding	Holderness [North Hundred]	Holderness North Hundred	[Little] Cowden	Little Cowden	TA2442	S	3	geld	N	18141	"14,5"		UK
213530	15085	2	YKS	1.40E+06	East Riding	Holderness [Middle Hundred]	Holderness Middle Hundred	Withernwick	Withernwick	TA1940	S	6	geld	N	71661	"14,5"		UK
213550	15086	1	YKS	1.40E+07	East Riding	Holderness [Middle Hundred]	Holderness Middle Hundred	Wyton	Wyton	TA1733	S	4	geld	N	73456	"14,6"		UK
213560	15086	2	YKS	1.40E+07	East Riding	Holderness [Middle Hundred]	Holderness Middle Hundred	Marfleet	Marfleet	TA1429	S	4	geld	N	41481	"14,6"		UK
213570	15086	3	YKS	1.40E+07	East Riding	Holderness [Middle Hundred]	Holderness Middle Hundred	Conis[ton]	Coniston	TA1535	S	4	geld	N	17371	"14,6"		UK
213580	15086	4	YKS	1.40E+07	East Riding	Holderness [Middle Hundred]	Holderness Middle Hundred	Routh	Routh	TA0942	S	4	geld	N	52736	"14,6"		UK
213590	15086	7	YKS	1.40E+07	East Riding	Holderness [North Hundred]	Holderness North Hundred	[Great] Hatfield	Great Hatfield	TA1842	S	2.25	geld	N	30161	"14,6"		UK
213600	15086	6	YKS	1.40E+07	East Riding	Holderness [North Hundred]	Holderness North Hundred	Goxhill	Goxhill	TA1844	S	3.09	geld	N	27356	"14,6"		UK
213620	15089	2	YKS	1.40E+10	East Riding	Holderness [Middle Hundred]	Holderness Middle Hundred	Garton	Garton	TA2735	S	6	geld	N	26471	"14,9"		UK
213630	15089	3	YKS	1.40E+10	East Riding	Holderness [Middle Hundred]	Holderness Middle Hundred	Ringbrough	Ringbrough	TA2737	S	2	geld	N	51871	"14,9"		UK
213700	15141	2	YKS	1.50E+07	East Riding	Cave	Cave	Foggathorpe	Foggathorpe	SE7537	S	2	geld	I	25291	"15,6"		UK
213730	15146	2	YKS	1.50E+12	East Riding	{Scard}	Scard	Norton	Norton	SE7971	B	1	geld	I	46176	"15,11"		UK
213770	15160	1	YKS	16N2	North Riding	`Bulford'	Bulford	{Toresbi}	Toresbi	SE5159	B	4.5	equal	N	64341	"16,7"		UK
213830	15175	1	YKS	19W2	West Riding	Strafforth	Strafforth	{Toftes}	Toftes	SE3903	S	0.37	equal	I	64151	"19,2"		UK
213860	15180	2	YKS	2.00E+04	East Riding	{Torbar}	Torbar	Muston	Muston	TA0979	S	4	geld	N	44536	"20,3"		UK
213870	15180	4	YKS	2.00E+04	East Riding	{Torbar}	Torbar	{Scolfstona}	Scolfstona	TA0979	S	3	geld	N	54271	"20,3"		UK
213880	15180	1	YKS	2.00E+04	East Riding	{Torbar}	Torbar	[East and West] Flotmanby	East and West Flotmanby	TA0779	S	6	geld	N	25251	"20,3"		UK
213940	15227	2	YKS	23N8	North Riding	`Yarlestre'	Yarlestre	Carlton [Miniott]	Carlton Miniott	SE3981	B	3	geld	N	13221	"23,8"		UK
213950	15227	6	YKS	23N8	North Riding	`Yarlestre'	Yarlestre	Islebeck [Grange]	Islebeck Grange	SE4577	B	1	geld	N	35106	"23,8"		UK
213960	15227	5	YKS	23N8	North Riding	`Yarlestre'	Yarlestre	Sutton [under Whitestone Cliffe]	Sutton under Whitestone Cliffe	SE4882	B	1	geld	N	60856	"23,8"		UK
213970	15227	1	YKS	23N8	North Riding	`Yarlestre'	Yarlestre	Arden [Hall]	Arden Hall	SE5290	B	3	geld	N	2031	"23,8"		UK
213980	15227	4	YKS	23N8	North Riding	Allerton	Allerton	Kepwick	Kepwick	SE4790	B	1	geld	N	35681	"23,8"		UK
214050	15237	1	YKS	23N18	North Riding	Langbaurgh	Langbaurgh	Lealholm	Lealholm	NZ7607	B	2.75	equal	I	38301	"23,18"		UK
214060	15237	3	YKS	23N18	North Riding	Langbaurgh	Langbaurgh	[Great] Broughton	Great Broughton	NZ5406	B	2.75	equal	I	10786	"23,18"		UK
214070	15237	2	YKS	23N18	North Riding	Langbaurgh	Langbaurgh	{Camisedale}	Camisedale	NZ5806	B	2.75	equal	I	12836	"23,18"		UK
214100	15239	1	YKS	23N20	North Riding	{Maneshou}	Maneshou	Hutton [le Hole]	Hutton le Hole	SE7090	B	6	equal	N	34321	"23,20"		UK
214110	15239	2	YKS	23N20	North Riding	{Maneshou}	Maneshou	Gillamoor	Gillamoor	SE6890	B	6	equal	N	26716	"23,20"		UK
214120	15239	3	YKS	23N20	North Riding	{Maneshou}	Maneshou	`Hoveton'	Hoveton	SE6786	B	6	equal	N	33686	"23,20"		UK
214140	15240	8	YKS	23N21	North Riding	`Yarlestre'	Yarlestre	{Middelham}	Middelham	SE6880	B	2.75	equal	N	42766	"23,21"		UK
214150	15240	3	YKS	23N21	North Riding	{Maneshou}	Maneshou	Harome	Harome	SE6482	B	2.75	equal	N	29681	"23,21"		UK
214160	15240	1	YKS	23N21	North Riding	{Maneshou}	Maneshou	Nawton	Nawton	SE6584	B	2.75	equal	N	44761	"23,21"		UK
214170	15240	2	YKS	23N21	North Riding	{Maneshou}	Maneshou	[Great] Barugh	Great Barugh	SE7479	B	2.75	equal	N	4911	"23,21"		UK
214180	15240	4	YKS	23N21	North Riding	{Maneshou}	Maneshou	Normanby	Normanby	SE7381	B	2.75	equal	N	45866	"23,21"		UK
214190	15240	5	YKS	23N21	North Riding	{Maneshou}	Maneshou	Misperton	Misperton	SE7779	B	2.75	equal	N	43471	"23,21"		UK
214200	15240	7	YKS	23N21	North Riding	{Maneshou}	Maneshou	Ryton	Ryton	SE7975	B	2.75	equal	N	53316	"23,21"		UK
214210	15240	9	YKS	23N21	North Riding	{Dic}	Dic	Marton	Marton	SE7383	B	2.75	equal	N	41951	"23,21"		UK
214220	15240	6	YKS	23N21	North Riding	{Maneshou}	Maneshou	[Little] Barugh	Little Barugh	SE7679	B	2.75	equal	N	4916	"23,21"		UK
214250	15243	4	YKS	23N24	North Riding	{Maneshou}	Maneshou	Fryton	Fryton	SE6875	B	2.13	equal	N	26116	"23,24"		UK
214260	15243	2	YKS	23N24	North Riding	{Maneshou}	Maneshou	Howthorpe [Farm]	Howthorpe Farm	SE6772	B	2.13	equal	N	33771	"23,24"		UK
214270	15243	1	YKS	23N24	North Riding	`Bulford'	Bulford	Scackleton	Scackleton	SE6472	B	2.13	equal	N	54111	"23,24"		UK
214280	15243	3	YKS	23N24	North Riding	{Maneshou}	Maneshou	{Hawade}	Hawade	SE6775	B	2.13	equal	N	30376	"23,24"		UK
214290	15243	15	YKS	23N24	North Riding	{Maneshou}	Maneshou	Coulton	Coulton	SE6374	B	2.13	equal	N	18031	"23,24"		UK
214300	15243	11	YKS	23N24	North Riding	{Maneshou}	Maneshou	Grimston	Grimston	SE6074	B	2.13	equal	N	27866	"23,24"		UK
214310	15243	12	YKS	23N24	North Riding	{Maneshou}	Maneshou	[East] Newton	East Newton	SE6479	B	2.13	equal	N	45531	"23,24"		UK
214320	15243	10	YKS	23N24	North Riding	{Maneshou}	Maneshou	[East and West] Ness	East and West Ness	SE6978	B	2.13	equal	N	44861	"23,24"		UK
214330	15243	14	YKS	23N24	North Riding	{Maneshou}	Maneshou	[South] Holme	South Holme	SE7077	B	2.13	equal	N	32666	"23,24"		UK
214340	15243	9	YKS	23N24	North Riding	{Maneshou}	Maneshou	Slingsby	Slingsby	SE6974	B	2.13	equal	N	56566	"23,24"		UK
214350	15243	8	YKS	23N24	North Riding	Burton	Burton	Butterwick	Butterwick	SE9971	B	2.13	equal	N	12296	"23,24"		UK
214360	15243	6	YKS	23N24	North Riding	{Maneshou}	Maneshou	Amotherby	Amotherby	SE7573	B	2.13	equal	N	1661	"23,24"		UK
214370	15243	7	YKS	23N24	North Riding	{Maneshou}	Maneshou	Broughton	Broughton	SE7673	B	2.13	equal	N	10751	"23,24"		UK
214380	15243	13	YKS	23N24	North Riding	{Maneshou}	Maneshou	Newsham	Newsham	SE7476	B	2.13	equal	N	45281	"23,24"		UK
214410	15251	2	YKS	23N32	North Riding	`Bulford'	Bulford	Bossall	Bossall	SE7160	B	2.33	equal	N	8291	"23,32"		UK
214420	15251	3	YKS	23N32	North Riding	`Bulford'	Bulford	Buttercrambe	Buttercrambe	SE7358	B	2.33	equal	N	12266	"23,32"		UK
214440	15258	2	YKS	2.30E+04	East Riding	Cave	Cave	[North] Cave	North Cave	SE8932	B	0.25	equal	N	13606	"23,39"		UK
214520	15398	1	YKS	29W7	West Riding	Strafforth	Strafforth	Brampton [Bierlow]	Brampton Bierlow	SE4101	M	3.12	equal	N	9261	"29,7"		UK
214550	15474	1	YKS	29N2	North Riding	Langbaurgh	Langbaurgh	Lazenby	Lazenby	NZ5719	S	0.5	equal	I	38206	"29,83"		UK
214620	15481	8	YKS	29N9	North Riding	Langbaurgh	Langbaurgh	Thoraldby [Farm]	Thoraldby Farm	NZ4907	S	2	geld	N	62291	"29,90"		UK
214630	15481	2	YKS	29N9	North Riding	Langbaurgh	Langbaurgh	Ingleby [Greenhow]	Ingleby Greenhow	NZ5806	S	7	geld	N	34841	"29,90"		UK
214640	15481	1	YKS	29N9	North Riding	Langbaurgh	Langbaurgh	[Little] Broughton	Little Broughton	NZ5606	S	8	geld	N	10806	"29,90"		UK
214650	15481	9	YKS	29N9	North Riding	Langbaurgh	Langbaurgh	Tanton	Tanton	NZ5210	S	1.5	geld	N	61541	"29,90"		UK
214660	15481	4	YKS	29N9	North Riding	Langbaurgh	Langbaurgh	Kirkby	Kirkby	NZ5306	S	3	geld	N	36671	"29,90"		UK
214670	15481	6	YKS	29N9	North Riding	Langbaurgh	Langbaurgh	Dromonby [Hall]	Dromonby Hall	NZ5305	S	3	geld	N	21271	"29,90"		UK
214680	15481	3	YKS	29N9	North Riding	Langbaurgh	Langbaurgh	[Great] Busby	Great Busby	NZ5205	S	5	geld	N	12186	"29,90"		UK
214690	15481	5	YKS	29N9	North Riding	Langbaurgh	Langbaurgh	[Little] Busby	Little Busby	NZ5104	S	3	geld	N	12191	"29,90"		UK
214720	16141	1	LIN	"13,19"	Lindsey North Riding	Yarborough	Yarborough	Riby	Riby	TA1807	S	4.5	geld	N	51686	"13,19"		UK
214725	16142	1	LIN	"13,20"	Lindsey North Riding	Yarborough	Yarborough	Riby	Riby	TA1807	S		no units	N	51686	"13,20"		UK
215020	18179	1	ESS	"1,1"		Barstable	Barstable	[North and South] Benfleet	North and South Benfleet		[M]	9.4	geld	N	6006	"1,1"		UK
215030	18180	1	ESS	"1,2"		Witham	Witham	Witham	Witham	TL8114	[M]	11.85	geld	N	71591	"1,2"		UK
215040	18181	1	ESS	"1,3"		Harlow	Harlow	Hatfield [Broad Oak]	Hatfield Broad Oak	TL5416	[M]	21.5	geld	N	30156	"1,3"		UK
215050	18181	2	ESS	"1,3"		Hertford	Hertford	Hertford	Hertford	TL3212	B		no units	N	31386	"1,3"		UK
215060	18181	3	ESS	"1,3"		Hertford	Hertford	[Great and Little] Amwell	Great and Little Amwell		B		no units	N	1721	"1,3"		UK
215070	18181	4	ESS	"1,3"		Hertford	Hertford	Hoddesdon	Hoddesdon	TL3708	B		no units	N	32271	"1,3"		UK
215080	18182	1	ESS	"1,4"		Becontree	Becontree	Havering [atte Bower]	Havering atte Bower	TQ5193	[M]	10	geld	N	30351	"1,4"		UK
215090	18182	2	ESS	"1,4"		Becontree	Becontree	Loughton	Loughton	TQ4296	[D]	0.16	geld	N	40186	"1,4"		UK
215100	18183	1	ESS	"1,5"		Dunmow	Dunmow	Shellow [Bowells]	Shellow Bowells	TL6007	X	0.29	geld	N	55201	"1,5"		UK
215110	18184	1	ESS	"1,6"		`Wibrihtesherne'	Wibrihtesherne	Latchingdon	Latchingdon	TL8800	X	1.08	geld	N	37911	"1,6"		UK
215120	18184	2	ESS	"1,6"		Chelmsford	Chelmsford	`Studly'	Studly	TL8100	[D]	0.25	geld	N	60196	"1,6"		UK
215130	18185	1	ESS	"1,7"		`Wibrihtesherne'	Wibrihtesherne	Latchingdon	Latchingdon	TL8800	X	0.68	geld	N	37911	"1,7"		UK
215140	18186	1	ESS	"1,8"		Dunmow	Dunmow	"[Aythorpe, Berners, High, Leaden, Margaret and White] Roding"	"Aythorpe, Berners, High, Leaden, Margaret and White Roding"		X	1	geld	N	52316	"1,8"		UK
215150	18187	1	ESS	"1,9"		Uttlesford	Uttlesford	[Great] Chesterford	Great Chesterford	TL5042	[M]	11.5	geld	N	14701	"1,9"		UK
215160	18188	1	ESS	"1,10"		Uttlesford	Uttlesford	Birchanger	Birchanger	TL5022	[M]	1	geld	N	7101	"1,10"		UK
215170	18189	1	ESS	"1,11"		`Hinckford'	Hinckford	Shalford	Shalford	TL7229	[M]	5.25	geld	N	54911	"1,11"		UK
215180	18190	1	ESS	"1,12"		`Hinckford'	Hinckford	Finchingfield	Finchingfield	TL6832	[M]	2.5	geld	N	24916	"1,12"		UK
215190	18191	1	ESS	"1,13"		`Hinckford'	Hinckford	Wethersfield	Wethersfield	TL7131	[M]	3.62	geld	N	69186	"1,13"		UK
215200	18192	1	ESS	"1,13a"		-	-	-	-		-	0.22	geld	N		"1,13a"		UK
215210	18193	1	ESS	"1,14"		Barstable	Barstable	[North and South] Benfleet	North and South Benfleet		[M]	1	geld	N	6006	"1,14"		UK
215220	18194	1	ESS	"1,15"		`Wibrihtesherne'	Wibrihtesherne	Steeple	Steeple	TL9303	[M]	1	geld	N	58646	"1,15"		UK
215230	18195	1	ESS	"1,16"		-	-	{Uluuinescherham}	Uluuinescherham		X	0.95	geld	N	66096	"1,16"		UK
215240	18196	1	ESS	"1,16a"		-	-	-	-		-	0.42	geld	N		"1,16a"		UK
215250	18197	1	ESS	"1,17"		`Wibrihtesherne'	Wibrihtesherne	Maldon	Maldon	TL8507	X	0.08	geld	N	41036	"1,17"		UK
215260	18198	1	ESS	"1,17a"		-	-	-	-		-	0.05	geld	N		"1,17a"		UK
215270	18199	1	ESS	"1,18"		-	-	-	-		-	0.08	geld	N		"1,18"		UK
215280	18200	1	ESS	"1,19"		Lexden	Lexden	Stanway	Stanway	TL9324	[M]	7.8	geld	N	58301	"1,19"		UK
215290	18200	3	ESS	"1,19"		`Winstree'	Winstree	"Layer [Breton, de la Haye and Marney]"	"Layer Breton, de la Haye and Marney"		B	2.6	geld	N	38156	"1,19"		UK
215300	18200	2	ESS	"1,19"		Lexden	Lexden	Lexden	Lexden	TL9725	B	4	geld	N	39056	"1,19"		UK
215310	18201	1	ESS	"1,20"		Ongar	Ongar	Woolston [Hall]	Woolston Hall	TQ4495	[M]	3.5	geld	N	72496	"1,20"		UK
215320	18202	1	ESS	"1,21"		Chelmsford	Chelmsford	Fingrith [Hall]	Fingrith Hall	TL6003	[M]		no units	N	24951	"1,21"		UK
215330	18203	1	ESS	"1,21a"		Chafford	Chafford	[North and South] Ockendon	North and South Ockendon		X	0.2	geld	N	46751	"1,21a"		UK
215340	18204	1	ESS	"1,22"		Chelmsford	Chelmsford	Margaretting	Margaretting	TL6600	[M]	3.5	geld	N	41486	"1,22"		UK
215350	18205	1	ESS	"1,23"		Chafford	Chafford	Childerditch	Childerditch	TQ6089	[M]	1.5	geld	N	14956	"1,23"		UK
215360	18206	1	ESS	"1,24"		Chelmsford	Chelmsford	Writtle	Writtle	TL6706	[M]	16	-	N	73166	"1,24"		UK
215370	18207	1	ESS	"1,25"		Maldon	Maldon	Maldon	Maldon	TL8507	[U]	1.08	geld	N	41031	"1,25"		UK
215380	18208	1	ESS	"1,26"		Tendring	Tendring	Brightlingsea	Brightlingsea	TM0718	[M]	5	equal	N	9931	"1,26"		UK
215390	18208	2	ESS	"1,26"		Samford	Samford	Harkstead	Harkstead	TM1935	B	5	equal	N	29581	"1,26"		UK
215400	18209	1	ESS	"1,27"		Tendring	Tendring	Lawford	Lawford	TM0831	[M]	17.64	geld	N	38076	"1,27"		UK
215410	18210	1	ESS	"1,28"		Uttlesford	Uttlesford	Newport	Newport	TL5234	[M]	8.5	geld	N	45251	"1,28"		UK
215420	18210	2	ESS	"1,28"		Thriplow	Thriplow	[Great] Shelford	Great Shelford	TL4551	B	3.38	geld	N	55166	"1,28"		UK
215430	18211	1	ESS	"1,29"		Uttlesford	Uttlesford	Rickling	Rickling	TL4931	[M]	8	geld	N	51731	"1,29"		UK
215440	18212	1	ESS	"1,30"		`Freshwell'	Freshwell	[Great] Sampford	Great Sampford	TL6435	[M]	7.25	geld	N	53701	"1,30"		UK
215450	18213	1	ESS	"1,31"		-	-	-	-		-	8.33E-03	geld	N		"1,31"		UK
215470	18215	1	ESS	"2,1"		Witham	Witham	[Great and Little] Coggeshall	Great and Little Coggeshall		X	0.75	geld	N	16616	"2,1"		UK
215480	18216	1	ESS	"2,2"		`Hinckford'	Hinckford	Bocking	Bocking	TL7523	[M]	4.5	geld	N	7816	"2,2"		UK
215490	18216	2	ESS	"2,2"		`Winstree'	Winstree	[West] Mersea	West Mersea	TM1031	[D]	2	geld	N	42596	"2,2"		UK
215500	18217	1	ESS	"2,3"		`Hinckford'	Hinckford	Stisted	Stisted	TL7924	[M]	0.5	geld	N	58866	"2,3"		UK
215510	18218	1	ESS	"2,4"		`Wibrihtesherne'	Wibrihtesherne	Lawling	Lawling	TL9001	[M]	14	geld	N	38106	"2,4"		UK
215520	18219	1	ESS	"2,5"		`Wibrihtesherne'	Wibrihtesherne	Latchingdon	Latchingdon	TL8800	[M]	2	geld	N	37911	"2,5"		UK
215530	18220	1	ESS	"2,6"		`Wibrihtesherne'	Wibrihtesherne	St Lawrence	St Lawrence	TL9604	[M]	3	geld	N	53436	"2,6"		UK
215540	18221	1	ESS	"2,7"		Rochford	Rochford	Milton	Milton	TQ8785	[M]	2	geld	N	43201	"2,7"		UK
215550	18222	1	ESS	"2,8"		Rochford	Rochford	Southchurch	Southchurch	TQ9086	[M]	4	geld	N	57231	"2,8"		UK
215560	18223	1	ESS	"2,9"		Rochford	Rochford	[Little] Stambridge	Little Stambridge	TQ8891	[M]	1	geld	N	57866	"2,9"		UK
215590	18226	1	ESS	"3,1"		Barstable	Barstable	Laindon	Laindon	TQ6889	[M]	9	geld	N	37261	"3,1"		UK
215600	18227	1	ESS	"3,2"		Barstable	Barstable	Orsett	Orsett	TQ6481	[M]	13	geld	N	47266	"3,2"		UK
215610	18228	1	ESS	"3,3"		Barstable	Barstable	Ramsden [Bellhouse and Crays]	Ramsden Bellhouse and Crays		[M]	3	geld	N	51031	"3,3"		UK
215620	18229	1	ESS	"3,4"		Witham	Witham	Slampseys	Slampseys	TL7319	X	0.12	geld	N	56491	"3,4"		UK
215630	18230	1	ESS	"3,5"		Becontree	Becontree	Wanstead	Wanstead	TQ4088	[M]	1	geld	N	67251	"3,5"		UK
215640	18231	1	ESS	"3,6"		`Winstree'	Winstree	"Layer [Breton, de la Haye and Marney]"	"Layer Breton, de la Haye and Marney"		[M]	3	geld	N	38156	"3,6"		UK
215650	18232	1	ESS	"3,7"		`Winstree'	Winstree	"Layer [Breton, de la Haye and Marney]"	"Layer Breton, de la Haye and Marney"		[M]	3	geld	N	38156	"3,7"		UK
215660	18233	1	ESS	"3,8"		`Hinckford'	Hinckford	Rayne	Rayne	TL7322	[M]	4.37	geld	N	51321	"3,8"		UK
215670	18234	1	ESS	"3,9"		`Wibrihtesherne'	Wibrihtesherne	Southminster	Southminster	TQ9699	[M]	48.25	geld	N	57281	"3,9"		UK
215680	18235	1	ESS	"3,10"		Lexden	Lexden	Copford	Copford	TL9322	[M]	1.65	geld	N	17531	"3,10"		UK
215690	18236	1	ESS	"3,11"		Chafford	Chafford	[Great and Little] Warley	Great and Little Warley		[M]	3.87	geld	N	67471	"3,11"		UK
